zip,lat,lon,state,state_code
86042,35.8617,-110.3875,Arizona,AZ
86043,35.7933,-110.5051,Arizona,AZ
86047,35.0242,-110.6974,Arizona,AZ
86054,36.6159,-110.6477,Arizona,AZ
86510,36.1002,-110.2211,Arizona,AZ
86520,36.1708,-109.9465,Arizona,AZ
85321,32.2295,-112.6542,Arizona,AZ
85341,31.8826,-112.8157,Arizona,AZ
85601,31.5885,-111.316,Arizona,AZ
85614,31.8543,-111.0003,Arizona,AZ
85619,32.3763,-110.7605,Arizona,AZ
85622,31.8269,-111.0755,Arizona,AZ
85629,31.9452,-111.0002,Arizona,AZ
85633,31.4887,-111.5421,Arizona,AZ
85634,32.0315,-112.0065,Arizona,AZ
85639,31.814,-111.8257,Arizona,AZ
85641,32.0027,-110.7053,Arizona,AZ
85652,32.4201,-111.1132,Arizona,AZ
85653,32.4047,-111.2736,Arizona,AZ
85654,32.4148,-111.1562,Arizona,AZ
85701,32.2139,-110.9694,Arizona,AZ
85702,32.2217,-110.9265,Arizona,AZ
85703,32.2217,-110.9265,Arizona,AZ
85704,32.3379,-110.9855,Arizona,AZ
85705,32.2691,-110.9845,Arizona,AZ
85706,32.1392,-110.9451,Arizona,AZ
85707,32.1696,-110.8751,Arizona,AZ
85708,32.18,-110.8693,Arizona,AZ
85709,32.2008,-110.898,Arizona,AZ
85710,32.2138,-110.824,Arizona,AZ
85711,32.2127,-110.8829,Arizona,AZ
85712,32.25,-110.8869,Arizona,AZ
85713,32.1941,-110.9739,Arizona,AZ
85714,32.1707,-110.9719,Arizona,AZ
85715,32.2519,-110.82,Arizona,AZ
85716,32.2468,-110.9222,Arizona,AZ
85717,32.2217,-110.9265,Arizona,AZ
85718,32.3112,-110.9179,Arizona,AZ
85719,32.2474,-110.9491,Arizona,AZ
85720,32.2217,-110.9265,Arizona,AZ
85721,32.2338,-110.95,Arizona,AZ
85722,32.2217,-110.9265,Arizona,AZ
85723,32.2217,-110.9265,Arizona,AZ
85724,32.2406,-110.9443,Arizona,AZ
85725,32.2217,-110.9265,Arizona,AZ
85726,32.2027,-110.9453,Arizona,AZ
85728,32.2217,-110.9265,Arizona,AZ
85730,32.181,-110.819,Arizona,AZ
85731,32.2217,-110.9265,Arizona,AZ
85732,32.2217,-110.9265,Arizona,AZ
85733,32.2217,-110.9265,Arizona,AZ
85734,32.0651,-110.9353,Arizona,AZ
85735,32.093,-111.3472,Arizona,AZ
85736,31.9011,-111.3702,Arizona,AZ
85737,32.4142,-110.9466,Arizona,AZ
85738,32.5056,-110.9211,Arizona,AZ
85739,32.465,-110.8922,Arizona,AZ
85740,32.2217,-110.9265,Arizona,AZ
85741,32.3472,-111.0419,Arizona,AZ
85742,32.4076,-111.065,Arizona,AZ
85743,32.3366,-111.1771,Arizona,AZ
85744,32.2217,-110.9265,Arizona,AZ
85745,32.2434,-111.0179,Arizona,AZ
85746,32.1422,-111.0506,Arizona,AZ
85747,32.0984,-110.7272,Arizona,AZ
85748,32.215,-110.7758,Arizona,AZ
85749,32.2733,-110.7658,Arizona,AZ
