zip,lat,lon,state,state_code
35070,34.0058,-86.7499,Alabama,AL
35077,34.0516,-86.7848,Alabama,AL
35083,34.1901,-86.6174,Alabama,AL
35087,34.2837,-86.5519,Alabama,AL
35098,34.1377,-87.0266,Alabama,AL
35179,34.2621,-86.9125,Alabama,AL
36311,31.583,-85.7077,Alabama,AL
36317,31.6446,-85.3911,Alabama,AL
36322,31.2811,-85.7305,Alabama,AL
36350,31.3191,-85.4938,Alabama,AL
36352,31.3311,-85.5992,Alabama,AL
36360,31.4391,-85.6436,Alabama,AL
36361,31.4591,-85.6405,Alabama,AL
36362,31.348,-85.7214,Alabama,AL
36371,31.3074,-85.5263,Alabama,AL
36374,31.5748,-85.537,Alabama,AL
36701,32.4197,-87.0245,Alabama,AL
36702,32.4074,-87.0211,Alabama,AL
36703,32.4156,-87.0135,Alabama,AL
36758,32.6176,-86.9475,Alabama,AL
36759,32.4266,-87.2702,Alabama,AL
36761,32.1899,-87.0633,Alabama,AL
36767,32.2949,-87.2214,Alabama,AL
36773,32.3002,-87.3693,Alabama,AL
36775,32.2844,-86.992,Alabama,AL
36785,32.3239,-86.8646,Alabama,AL
35961,34.268,-85.862,Alabama,AL
35962,34.2588,-86.0306,Alabama,AL
35963,34.3568,-85.9292,Alabama,AL
35967,34.4368,-85.7124,Alabama,AL
35968,34.4898,-85.7657,Alabama,AL
35971,34.4373,-85.9288,Alabama,AL
35974,34.3592,-86.024,Alabama,AL
35975,34.4359,-86.04,Alabama,AL
35978,34.6186,-85.7274,Alabama,AL
35981,34.7351,-85.6416,Alabama,AL
35984,34.5872,-85.5777,Alabama,AL
35986,34.4989,-85.8446,Alabama,AL
35988,34.559,-85.7921,Alabama,AL
35989,34.5697,-85.6272,Alabama,AL
36020,32.5056,-86.3322,Alabama,AL
36022,32.6082,-86.3958,Alabama,AL
36024,32.6542,-86.0316,Alabama,AL
36025,32.5454,-86.3161,Alabama,AL
36045,32.619,-85.9486,Alabama,AL
36054,32.4995,-86.3641,Alabama,AL
36078,32.551,-85.8978,Alabama,AL
36080,32.69,-86.2393,Alabama,AL
36092,32.5927,-86.2153,Alabama,AL
36093,32.5622,-86.0994,Alabama,AL
36426,31.1294,-87.0961,Alabama,AL
36427,31.1052,-87.0722,Alabama,AL
36441,31.0402,-87.2664,Alabama,AL
36502,31.0572,-87.4873,Alabama,AL
36503,31.0238,-87.4939,Alabama,AL
36504,31.0158,-87.4972,Alabama,AL
36543,31.2202,-87.4619,Alabama,AL
35901,34.048,-85.9246,Alabama,AL
35902,34.0143,-86.0066,Alabama,AL
35903,33.9845,-85.9077,Alabama,AL
35904,34.0217,-86.0495,Alabama,AL
35905,33.9352,-85.9576,Alabama,AL
35906,33.9318,-86.0898,Alabama,AL
35907,33.8979,-86.0245,Alabama,AL
35952,34.071,-86.2096,Alabama,AL
35954,34.0296,-86.0967,Alabama,AL
35972,33.9976,-86.2346,Alabama,AL
35990,34.0657,-86.3064,Alabama,AL
35542,33.7008,-87.6897,Alabama,AL
35545,33.6476,-87.9314,Alabama,AL
35546,33.6945,-87.6226,Alabama,AL
35555,33.6974,-87.8346,Alabama,AL
35559,33.9151,-87.7417,Alabama,AL
35571,34.3417,-87.959,Alabama,AL
35581,34.347,-87.7154,Alabama,AL
35582,34.4513,-88.1129,Alabama,AL
35585,34.4246,-87.8145,Alabama,AL
35593,34.3712,-88.0774,Alabama,AL
35653,34.5066,-87.7257,Alabama,AL
35654,34.4675,-87.6478,Alabama,AL
36313,31.1732,-85.7933,Alabama,AL
36314,31.0132,-85.7456,Alabama,AL
36316,31.1767,-85.8135,Alabama,AL
36318,31.1388,-85.9182,Alabama,AL
36340,31.0414,-85.8847,Alabama,AL
36344,31.086,-85.7192,Alabama,AL
36349,31.1212,-85.5592,Alabama,AL
36375,31.0956,-85.583,Alabama,AL
36477,31.1049,-86.0674,Alabama,AL
35443,32.7746,-88.0267,Alabama,AL
35448,32.9137,-87.9925,Alabama,AL
35462,32.8889,-87.9303,Alabama,AL
35469,32.9824,-87.7919,Alabama,AL
35491,32.9237,-88.0853,Alabama,AL
36740,32.6108,-87.8441,Alabama,AL
35441,32.8553,-87.7219,Alabama,AL
35474,32.9108,-87.5935,Alabama,AL
36742,32.5298,-87.6985,Alabama,AL
36744,32.7167,-87.5905,Alabama,AL
36765,32.5515,-87.5615,Alabama,AL
36776,32.7578,-87.7402,Alabama,AL
36310,31.5755,-85.279,Alabama,AL
36345,31.3534,-85.3323,Alabama,AL
36353,31.4403,-85.3287,Alabama,AL
36373,31.501,-85.1135,Alabama,AL
36301,31.1481,-85.3718,Alabama,AL
36302,31.2232,-85.3905,Alabama,AL
36303,31.2668,-85.3971,Alabama,AL
36304,31.156,-85.3559,Alabama,AL
36305,31.2197,-85.4828,Alabama,AL
36312,31.1888,-85.2535,Alabama,AL
36319,31.3352,-85.1455,Alabama,AL
36320,31.0507,-85.3154,Alabama,AL
36321,31.2025,-85.3014,Alabama,AL
36343,31.1002,-85.1234,Alabama,AL
36370,31.1403,-85.1573,Alabama,AL
36376,31.2656,-85.2544,Alabama,AL
35740,34.9446,-85.7277,Alabama,AL
35744,34.6046,-85.9067,Alabama,AL
35745,34.913,-86.1716,Alabama,AL
35746,34.8259,-85.9846,Alabama,AL
35751,34.7955,-86.2743,Alabama,AL
35752,34.7304,-85.9532,Alabama,AL
35755,34.5001,-86.1353,Alabama,AL
35764,34.7031,-86.3068,Alabama,AL
35765,34.6809,-85.8478,Alabama,AL
35766,34.8713,-86.2513,Alabama,AL
35768,34.7507,-86.1422,Alabama,AL
35769,34.618,-86.0562,Alabama,AL
35771,34.5433,-85.994,Alabama,AL
35772,34.8769,-85.8508,Alabama,AL
35774,34.7632,-86.2295,Alabama,AL
35776,34.6689,-86.2296,Alabama,AL
35958,34.945,-85.6324,Alabama,AL
35966,34.8076,-85.7084,Alabama,AL
35979,34.8391,-85.6196,Alabama,AL
35005,33.5884,-86.9597,Alabama,AL
35006,33.4343,-87.1675,Alabama,AL
35015,33.5793,-86.6375,Alabama,AL
35020,33.409,-86.9475,Alabama,AL
35021,33.5446,-86.9292,Alabama,AL
35022,33.3224,-86.9657,Alabama,AL
35023,33.468,-87.0924,Alabama,AL
35036,33.6379,-86.9167,Alabama,AL
35048,33.7026,-86.5997,Alabama,AL
35060,33.5589,-86.9294,Alabama,AL
35061,33.4654,-86.9564,Alabama,AL
35064,33.4735,-86.9183,Alabama,AL
35068,33.6017,-86.8265,Alabama,AL
35071,33.7189,-86.8225,Alabama,AL
35073,33.6539,-86.9803,Alabama,AL
35091,33.7684,-86.8084,Alabama,AL
35094,33.5283,-86.5748,Alabama,AL
35111,33.2845,-87.1024,Alabama,AL
35116,33.7392,-86.7726,Alabama,AL
35117,33.6768,-86.8717,Alabama,AL
35118,33.5363,-87.051,Alabama,AL
35119,33.649,-86.7686,Alabama,AL
35123,33.7387,-86.6461,Alabama,AL
35126,33.7299,-86.6451,Alabama,AL
35127,33.4883,-86.9766,Alabama,AL
35139,33.7111,-86.9759,Alabama,AL
35142,33.4069,-86.8735,Alabama,AL
35172,33.819,-86.7434,Alabama,AL
35173,33.6339,-86.5981,Alabama,AL
35180,33.8529,-86.8198,Alabama,AL
35181,33.5446,-86.9292,Alabama,AL
35201,33.5207,-86.8025,Alabama,AL
35202,33.5207,-86.8025,Alabama,AL
35203,33.521,-86.8066,Alabama,AL
35204,33.5179,-86.8372,Alabama,AL
35205,33.4951,-86.8059,Alabama,AL
35206,33.5678,-86.7199,Alabama,AL
35207,33.5594,-86.8153,Alabama,AL
35208,33.4977,-86.8799,Alabama,AL
35209,33.4653,-86.8082,Alabama,AL
35210,33.5452,-86.6655,Alabama,AL
35211,33.4816,-86.859,Alabama,AL
35212,33.5409,-86.7495,Alabama,AL
35213,33.5066,-86.7428,Alabama,AL
35214,33.5554,-86.887,Alabama,AL
35215,33.6493,-86.7057,Alabama,AL
35216,33.4188,-86.7867,Alabama,AL
35217,33.5887,-86.765,Alabama,AL
35218,33.506,-86.893,Alabama,AL
35219,33.5446,-86.9292,Alabama,AL
35220,33.5446,-86.9292,Alabama,AL
35221,33.4523,-86.8935,Alabama,AL
35222,33.5219,-86.7666,Alabama,AL
